,model,listing_price,trim,reg_date,mileage,transmission,color,car_body,car_engine,car_page_url
6534,Peugeot 3008,"£10,050",1.6L Active BlueHDi,Jul 2016,"39,978 miles",Automatic,Silver,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/712b689c-8f7d-5bf1-8216-b09b35cfe972/
6535,Hyundai i30,"£10,050",1L SE Blue Drive T-GDi,Jun 2017,"34,705 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/67df143d-9915-5b71-b931-8a16325b02b8/
6536,Audi A3,"£10,050",1.6L Sport TDI,Jul 2015,"49,279 miles",Manual,Silver,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/d9bdb41b-f967-5c19-be48-7a2897096aa5/
6537,Skoda Fabia,"£10,050",1L SE,Mar 2019,"14,113 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/2ef627f8-ba10-58af-b5f7-e24e63212a87/
6538,Ford Fiesta,"£10,050",1L Zetec EcoBoost T,Mar 2018,"37,746 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/0cde17d9-df9a-52f2-9672-7878fcedd2bb/
6539,Ford Fiesta,"£10,050",1L Titanium EcoBoost T,Feb 2017,"25,765 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/a797a134-e49f-574b-9ef2-04381cc030b9/
6540,Vauxhall Mokka,"£10,050",1.6L Exclusiv CDTi,Dec 2016,"23,758 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/5fcb7d5b-d985-5842-a609-08d3c6026a3d/
6541,Ford B-Max,"£10,050",1.4L Zetec Navigator,Mar 2017,"6,362 miles",Manual,Blue,5 door MPV,1.4L,https://www.cazoo.co.uk/car-details/507cbbf0-d106-510f-a1e7-bf5f73561bdd/
6542,Vauxhall Astra,"£10,000",1.6L Design ecoTEC BlueInjection CDTi,Feb 2018,"41,864 miles",Manual,Black,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/2193b339-fed0-5a8b-a37a-e280f8afb989/
6543,Nissan Juke,"£10,000",1.5L N-Connecta dCi,Nov 2017,"41,896 miles",Manual,Grey,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/dfbcdc92-2b6b-5b38-b089-10ed1b42111d/
6544,Peugeot 2008,"£10,000",1.6L Allure BlueHDi,Aug 2016,"36,704 miles",Manual,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/425a4359-49ba-505b-833c-8f6b25333c67/
6545,Ford Focus,"£10,000",1L Titanium EcoBoost T,Sept 2016,"55,383 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/0415bffc-3787-54ae-a6cf-5f71489838a9/
6546,Peugeot 508 SW,"£10,000",2L Allure BlueHDi,Mar 2016,"67,494 miles",Manual,White,5 door Estate,2L,https://www.cazoo.co.uk/car-details/c521ac82-de83-591f-a446-7a16ac6b8260/
6547,Vauxhall Astra GTC,"£10,000",1.4L SRi i Turbo,Mar 2018,"33,895 miles",Manual,Grey,3 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/b940f1ac-3a19-512b-98b6-e07166b5c9ee/
6548,Mini Hatch,"£10,000",1.5L Cooper D,Apr 2016,"43,006 miles",Manual,Deep Blue,3 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/d4ee9c61-4f6a-536b-8fed-15ae961c5734/
6549,Seat Toledo,"£10,000",1L XCELLENCE TSI,Mar 2018,"27,531 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/04e2e689-2472-5497-a62f-ffa99ded7d3e/
6550,Seat Ibiza,"£10,000",1.2L FR Technology TSI,Jul 2017,"27,041 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/1066e4e0-1e0a-51cf-9f28-0c7afd399106/
6551,Vauxhall Mokka X,"£10,000",1.6L Active i,Mar 2017,"33,232 miles",Manual,Blue,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/205f0b74-a336-55fa-998f-b2df73d6a659/
6552,Peugeot 208,"£10,000",1.6L GTi Prestige THP,Mar 2016,"44,235 miles",Manual,Red,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/5f4a38f8-0c47-591c-8432-103f3cd5f207/
6553,Ford Focus,"£10,000",1L Zetec S EcoBoost T,Jul 2015,"43,466 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/a0247a5a-7745-5148-a9cc-69580fcfaeb9/
6554,Toyota Auris,"£10,000",1.2L Design VVT-i,Mar 2016,"45,929 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/7ec6461d-995d-56a4-8199-627f6b774074/
6555,Vauxhall Corsa,"£10,000",1.4L SRi VX Line Nav Black ecoTEC i,May 2019,"34,993 miles",Manual,Silver,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/876793d0-7650-5fe9-9246-962901824895/
6556,Mini Hatch,"£10,000",1.2L One,Nov 2015,"38,715 miles",Manual,Pepper White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/dce53930-aa98-53d5-907e-ef8602b5d956/
6557,Ford Fiesta,"£10,000",1L Zetec EcoBoost T,Mar 2018,"26,626 miles",Manual,White,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/b3528bb5-7f33-5f8d-91f5-e646896ef7b0/
6558,Vauxhall Mokka,"£10,000",1.6L SE CDTi,Mar 2016,"41,351 miles",Automatic,Silver,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/5857033f-5000-59b6-b308-e4aab20f31ae/
6559,Peugeot 208,"£10,000",1.2L Tech Edition PureTech,Mar 2019,"20,099 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/f637e0ea-761a-56f3-99c8-55505b570616/
6560,Peugeot 208,"£10,000",1.2L Tech Edition PureTech,Aug 2019,"18,263 miles",Manual,Blue,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/94f51b96-6d1b-52b0-baa7-b167f62a3000/
6561,Citroen C3,"£9,950",1.2L Feel PureTech,Jun 2018,"27,611 miles",Manual,Blue,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/25b0533d-a7b2-5be5-8f93-6b4e5871e894/
6562,Vauxhall Corsa,"£9,950",1.4L SRi ecoTEC i,Mar 2018,"22,256 miles",Manual,Grey,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/d99ab7a1-5054-5879-ad35-4f2218ac4d33/
6563,Toyota AYGO,"£9,950",1L x-play VVT-i,Jun 2019,"10,518 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/d0b09c22-8f6e-5cd7-b83a-d2d31587ec06/
6564,Fiat 500X,"£9,950",2L Cross MultiJetII,Dec 2016,"42,527 miles",Manual,Passione Red,5 door SUV,2L,https://www.cazoo.co.uk/car-details/617583c0-b18c-5af7-95d1-59c0316c399a/
6565,Ford Fiesta,"£9,950",1.5L Titanium TDCi,Mar 2020,"67,184 miles",Manual,Blue,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/ec7567d4-7357-5ba6-a70e-5998dba1bb20/
6566,Ford Fiesta,"£9,950",1.1L Zetec Ti-VCT,Mar 2018,"44,095 miles",Manual,Grey,5 door Hatchback,1.1L,https://www.cazoo.co.uk/car-details/9915e5b8-9b38-5926-8fe4-8275d5edc665/
6567,Ford Fiesta,"£9,950",1L Zetec S EcoBoost T,Sept 2016,"38,574 miles",Manual,Silver,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/966cfd4b-2ca1-538f-b67d-2b5dd77eeb84/
6568,Citroen C3,"£9,950",1.2L Feel PureTech,Apr 2018,"19,084 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/c9831336-502a-523f-9a20-2e498040494d/
6569,Kia Picanto,"£9,950",1L Wave,Mar 2019,"20,718 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/3a7d2f2d-00e6-523e-b7c0-112ad337ecb8/
6570,Vauxhall Corsa,"£9,950",1.4L Energy ecoTEC i,Jun 2018,"8,114 miles",Manual,Blue,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/c50253e3-ce14-5bea-9489-97c5b57791ed/
6571,Ford Focus,"£9,950",1L Zetec EcoBoost T,Dec 2016,"23,424 miles",Manual,Grey,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/fe93dbbf-a277-5cb1-acee-d23598fae8c5/
6572,Vauxhall Astra,"£9,950",1L SRi ecoTEC i Turbo,Sept 2017,"30,526 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/8e4d963a-1ed7-5617-b0c6-2d67deedff9c/
6573,Ford Fiesta,"£9,950",1L Zetec S Red Edition EcoBoost T,Jun 2016,"25,379 miles",Manual,Red,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/7b8d6988-fadd-5255-bc84-0c4b7abead63/
6574,Ford Fiesta,"£9,950",1L Zetec EcoBoost T,Mar 2017,"18,520 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/0608c14e-30a5-5695-b958-149ea5e425d1/
6575,Mini Hatch,"£9,950",1.5L Cooper D,Dec 2015,"31,640 miles",Manual,Electric Blue,3 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/c1aec364-a298-5d66-8898-ff37dc8625de/
6576,Vauxhall Corsa,"£9,950",1.4L SRi VX Line Nav Black ecoTEC i,Apr 2019,"33,047 miles",Manual,Grey,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/7ddcec47-2bd9-5211-95b7-ffc71c83252b/
6577,Kia Picanto,"£9,950",1.2L GT-Line S,Mar 2018,"40,104 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/d61ff89c-8701-5269-9e28-a09a2d152da6/
6578,Renault Clio,"£9,950",0.9L Iconic TCe,Mar 2019,"27,386 miles",Manual,Red,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/9a550834-2641-52d8-bfe7-6e09a27b326f/
6579,Ford Ka+,"£9,950",1.2L Zetec Ti-VCT,Apr 2019,"11,722 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/6e7bea63-7233-5aab-999b-7f75a3b5723e/
6580,Toyota Yaris,"£9,900",1.3L Design Dual VVT-i,Mar 2016,"30,208 miles",Manual,Red,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/3c5e98ef-9eac-579e-a543-f170d8dbdeeb/
6581,Fiat 500X,"£9,900",1.6L Cross MultiJetII,Dec 2016,"34,107 miles",Manual,Argento Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/ca688bef-6b1e-571e-988d-80f0f4a37a07/
6582,Ford Focus,"£9,900",1L Titanium EcoBoost T,Dec 2016,"51,635 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/384f25e7-83a2-569d-8770-6c7945f65fc3/
6583,Citroen C3,"£9,900",1.2L Flair PureTech,Apr 2018,"33,970 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/8fb3dcea-3ccf-5769-b7e5-37b639a2d5ca/
6584,Vauxhall Astra,"£9,900",1.4L Energy i,Jan 2017,"34,697 miles",Manual,Red,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/da417b4f-e877-5fbc-8e28-d5a7fcfe1061/
6585,Fiat 500,"£9,900",1.2L S,Sept 2018,"16,833 miles",Manual,Pasodoble Red,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/a83213e1-e5ff-5554-9e5c-10a9190ddbdb/
6586,Alfa Romeo Giulietta,"£9,900",1.4L Super MultiAir TB,Jul 2017,"55,020 miles",Manual,Alfa Black,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/19038155-9703-5e92-8055-ec111088a556/
6587,Ford Focus,"£9,900",1L Zetec EcoBoost T,Dec 2016,"28,362 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/c48bbcd6-5cf8-5633-8909-9897de46ee83/
6588,Volkswagen Polo,"£9,900",1.2L Match BlueMotion Tech TSI,Sept 2016,"35,160 miles",Manual,Red,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/585302de-08f6-50a6-bc4e-0423e05f9c71/
6589,Citroen C4,"£9,900",1.2L Flair PureTech,May 2017,"23,727 miles",Manual,Red,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/05b3d87a-9e79-5284-a828-6d3c71d3154e/
6590,Ford Fiesta,"£9,900",1.6L ST-2 EcoBoost T,Jun 2015,"50,058 miles",Manual,Red,3 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/62f564de-6c26-5677-a5fd-4efc314aab57/
6591,Nissan Juke,"£9,900",1.6L N-Connecta,Mar 2016,"47,344 miles",Automatic,Red,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/0ae2ed07-9809-5baf-bea0-0d206e2aea1c/
6592,Nissan Juke,"£9,900",1.5L Tekna dCi,Mar 2017,"42,823 miles",Manual,White,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/13bfb338-b89c-533a-aede-861044678a5e/
6593,Smart fortwo,"£9,900",1L Prime,Jun 2016,"8,253 miles",Automatic,Red,2 door Coupe,1L,https://www.cazoo.co.uk/car-details/e5814392-48cf-5662-a0a9-793273b2e69c/
6594,Toyota AYGO,"£9,850",1L x-style VVT-i,Jul 2017,"3,657 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/c6635d33-0ac4-591c-9b4d-1493c2792a23/
6595,Peugeot 2008,"£9,850",1.6L Active BlueHDi,Mar 2017,"28,393 miles",Manual,Grey,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/f1d8299e-0482-5bc0-bbfb-81331791167f/
6596,Nissan Juke,"£9,850",1.5L N-Connecta dCi,Dec 2016,"31,938 miles",Manual,White,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/6fd6040e-fb1e-5ce2-bd6b-56d0ac70bd9c/
6597,Toyota AYGO,"£9,850",1L x-play VVT-i,Jun 2019,"14,280 miles",Manual,Black,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/56829100-78d9-53a2-9e1e-3e83067a7410/
6598,Suzuki Swift,"£9,850",1.6L Sport,Sept 2016,"34,950 miles",Manual,Blue,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/48221af3-6829-5ede-8ecc-a949c4efddd9/
6599,Skoda Fabia,"£9,850",1.2L Colour Edition TSI,Mar 2017,"34,857 miles",Manual,Blue,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/ff60e6f6-a8a4-504c-bd85-b801a6e3b2e4/
6600,Toyota Yaris,"£9,850",1.3L Icon Dual VVT-i,Sept 2016,"13,526 miles",Manual,Red,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/cd0f6fee-b62d-5390-8103-6774374255ed/
6601,Nissan Pulsar,"£9,850",1.6L n-tec DIG-T,Nov 2016,"37,683 miles",Manual,Red,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/c57d82c8-9139-590d-b581-efd8ba414a94/
6602,Renault Clio,"£9,850",0.9L Iconic TCe,Jun 2018,"32,151 miles",Manual,Glacier White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/a8041494-f7f3-5105-877a-464caa5b3e41/
6603,Ford Fiesta,"£9,850",1.2L Zetec,Dec 2017,"20,100 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/004b333c-d657-5ae0-9746-4df16fb3adf1/
6604,Hyundai i20,"£9,850",1.2L SE Blue Drive,Mar 2016,"6,497 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/8647d0d7-648a-5692-ae29-801d9df1e27e/
6605,Vauxhall Insignia,"£9,850",2L Tech Line ecoFLEX CDTi,Oct 2016,"53,431 miles",Manual,Black,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/5d69b1bc-4952-550d-a009-ac69fe90d3d3/
6606,Volkswagen Polo,"£9,850",1L Match BlueMotion Tech,Oct 2016,"28,512 miles",Manual,White,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/693175ed-b7e7-52f3-b2cb-5e4c307a0e18/
6607,Hyundai i10,"£9,850",1.2L SE,Oct 2016,"18,494 miles",Automatic,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/7a9cdc8b-9a13-58e8-810c-94ec24c881d9/
6608,Vauxhall Zafira Tourer,"£9,850",2L SRi CDTi,Feb 2016,"50,939 miles",Manual,Red,5 door MPV,2L,https://www.cazoo.co.uk/car-details/1bbd456d-e974-5f9f-abb3-d1c0fc293745/
6609,Vauxhall Corsa,"£9,850",1.4L SRi VX Line ecoFLEX i,Mar 2018,"12,813 miles",Manual,Grey,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/2f019117-0846-5783-bba3-cc0a8fd2f0b4/
6610,MG MG3,"£9,850",1.5L Exclusive VTi-TECH,Jul 2019,"13,006 miles",Manual,Yellow,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/a78c19dd-52a3-54d4-b8e7-6aa8cba1adfe/
6611,DS DS 4 CROSSBACK,"£9,850",1.6L BlueHDi,Mar 2016,"45,213 miles",Manual,Orange,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/2e0af449-c28a-5db4-b1dc-b48a9330cd14/
6612,Ford Fiesta,"£9,850",1L Titanium EcoBoost T,Jan 2016,"16,767 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/c12f7143-afdb-5c6c-91ca-af36e4bfd790/
6613,Hyundai i10,"£9,850",1L Play,Oct 2019,"4,600 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/4f95fda0-6c96-51f5-bbe6-68b867cc2071/
6614,Vauxhall Mokka,"£9,850",1.4L Tech Line i Turbo,Nov 2016,"25,811 miles",Manual,Silver,5 door SUV,1.4L,https://www.cazoo.co.uk/car-details/d7886773-07ed-5d46-b526-15d1f9885cff/
6615,Ford Fiesta,"£9,850",1L Zetec EcoBoost T,Sept 2016,"9,619 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/1074ed2a-9675-5e86-95da-79dde95edd6a/
6616,Ssangyong Korando,"£9,850",2.2L ELX D,Apr 2016,"36,208 miles",Manual,Grey,5 door SUV,2.2L,https://www.cazoo.co.uk/car-details/361b0750-698f-598d-86f8-4e68783aac84/
6617,Toyota AYGO,"£9,800",1L x-press VVT-i,Mar 2018,"16,625 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/13e526f1-992c-57a7-8bcf-e3fa56ca6c53/
6618,Peugeot 308,"£9,800",1.6L Active BlueHDi,Sept 2016,"31,001 miles",Manual,White,5 door Hatchback,1.6L,https://www.cazoo.co.uk/car-details/e93e193d-cdcd-545f-97e8-3d05a9fc628c/
6619,Citroen C3,"£9,800",1.2L Flair PureTech,Mar 2017,"28,735 miles",Manual,Silver,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/6653c647-ba7b-534c-ad67-2b551ebe8185/
6620,Hyundai i20,"£9,800",1.2L Premium,Sept 2016,"28,104 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/b9dc63f0-f959-5129-a234-bb7570de64b3/
6621,Ford Fiesta,"£9,800",1.1L Zetec Ti-VCT,Jun 2018,"31,013 miles",Manual,Black,3 door Hatchback,1.1L,https://www.cazoo.co.uk/car-details/5e3afb81-f5dc-5cb6-bd0c-631c978a38d8/
6622,Mazda Mazda3,"£9,800",2.2L Sport Nav SKYACTIV-D,Jul 2016,"53,904 miles",Manual,Blue,4 door Saloon,2.2L,https://www.cazoo.co.uk/car-details/64af920c-26a3-53dc-a0f7-4cbaf1c007b3/
6623,Dacia Sandero Stepway,"£9,800",0.9L Laureate TCe,Mar 2018,"10,039 miles",Manual,Cinder Red,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/4156f007-4751-576a-bf9d-54e63ea0c8f8/
6624,Hyundai ix35,"£9,800",1.6L S GDi,Sept 2015,"30,320 miles",Manual,White,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/a1b562b5-d912-56c3-8631-18a36aafb67f/
6625,Suzuki Swift,"£9,800",1L SZ-T Boosterjet,Jan 2019,"24,923 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/5dbac495-591c-57a3-9e8e-1ac6494e7ad7/
6626,Vauxhall Corsa,"£9,800",1.4L SRi VX Line Nav Black ecoTEC i,May 2019,"43,603 miles",Manual,Grey,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/635fbddb-1f42-5bbe-9cb1-281863b309e9/
6627,Ford EcoSport,"£9,800",1L Zetec EcoBoost T,Sept 2017,"32,852 miles",Manual,Black,5 door SUV,1L,https://www.cazoo.co.uk/car-details/e0e71f20-f9d4-57c7-bd2e-211a98de327b/
6628,Citroen C3,"£9,800",1.2L Flair PureTech,Mar 2018,"28,010 miles",Manual,White,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/2d31b442-0f11-5f35-b9a9-244d0dc6477c/
6629,Nissan Micra,"£9,800",0.9L Acenta IG-T,Mar 2018,"20,423 miles",Manual,White,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/b3bff22f-e962-5c30-9b71-66c2d48c876e/
6630,Nissan Juke,"£9,800",1.5L Tekna dCi,Sept 2017,"47,306 miles",Manual,White,5 door SUV,1.5L,https://www.cazoo.co.uk/car-details/8a864e59-d243-507d-999c-00aeacfc4a77/
6631,Vauxhall Mokka,"£9,800",1.6L SE CDTi,Jul 2016,"32,112 miles",Manual,Orange,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/7bfb6b2a-9bb1-54b7-8645-8ac036511693/
6632,Smart forfour,"£9,800",0.9L Prime T,Aug 2018,"8,784 miles",Manual,Black,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/11087c5c-a36e-5545-a050-b54b98d07aea/
6633,Skoda Fabia,"£9,800",1.4L Monte Carlo TDI,Jan 2017,"52,580 miles",Manual,Blue,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/ea534c94-321d-5dc2-9a02-9d3783b38da4/
6634,Nissan Pulsar,"£9,800",1.2L N-Connecta DIG-T,Mar 2018,"38,087 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/e6591864-0386-552a-8bcc-f007c60f3c92/
6635,Peugeot 208,"£9,800",1.2L Active PureTech,May 2019,"12,293 miles",Manual,Black,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/09a488c1-c559-5005-8e91-222c55704e77/
6636,Volkswagen Polo,"£9,800",1L Match BlueMotion Tech,Jun 2016,"24,294 miles",Manual,White,3 door Hatchback,1L,https://www.cazoo.co.uk/car-details/3bb53d13-1cd7-5eb7-be8b-da5021a698e9/
6637,Mini Hatch,"£9,800",1.5L Cooper D,Jun 2016,"42,251 miles",Manual,Pepper White,5 door Hatchback,1.5L,https://www.cazoo.co.uk/car-details/75a2fb8c-1d08-5ff0-accc-87da744aece8/
6638,Seat Ibiza,"£9,800",1L SE Technology TSI,Jun 2018,"43,576 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/4001c90d-6be8-5f11-8338-1a85a3b3edcb/
6639,Vauxhall Corsa,"£9,800",1.4L Energy i,Sept 2019,"10,975 miles",Manual,Grey,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/b97c44c1-8102-575c-bc90-ed5d8989d7a9/
6640,Seat Ibiza,"£9,800",1.2L FR Technology TSI,Jun 2017,"36,680 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/024c4a5a-97b5-5a1c-9d87-4f64c3172fd5/
6641,Citroen C1,"£9,750",1L Feel VTi,Jun 2020,"2,793 miles",Manual,Blue,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/1037e793-d1a4-55b3-b5ad-e9f642ba3d47/
6642,Vauxhall Corsa,"£9,750",1.4L Energy ecoTEC i,Sept 2019,"12,814 miles",Manual,White,3 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/85366631-9c32-5775-a6ed-45b04614a7ab/
6643,Citroen C3,"£9,750",1.2L Flair PureTech,Apr 2018,"37,333 miles",Manual,Grey,5 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/2edb4f94-3273-5ca9-96c5-f570d66c10f5/
6644,Vauxhall Corsa,"£9,750",1.4L SE ecoFLEX i,Mar 2017,"28,141 miles",Manual,Red,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/ad09bf84-b508-572a-bd8c-9212c17437b8/
6645,Vauxhall Insignia,"£9,750",2L Elite Nav ecoFLEX CDTi,Sept 2016,"54,653 miles",Manual,Silver,5 door Hatchback,2L,https://www.cazoo.co.uk/car-details/549c036a-a3d5-5275-bbf4-67db0fe72ab7/
6646,Suzuki Swift,"£9,750",1L SZ-T Boosterjet,Sept 2018,"23,998 miles",Manual,Red,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/3b27a5eb-98af-58f6-9af0-071784f8af90/
6647,Fiat 500X,"£9,750",1.6L Cross Plus MultiJetII,Sept 2016,"42,860 miles",Manual,Magnetic Bronze,5 door SUV,1.6L,https://www.cazoo.co.uk/car-details/e0af111b-0fc4-5b77-9d84-d79aeaff2777/
6648,Ford Fiesta,"£9,750",1L Titanium X EcoBoost T,Mar 2016,"41,161 miles",Manual,Silver,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/679683d1-815a-5f92-b56f-46779ce83054/
6649,Citroen C3 Aircross,"£9,750",1.2L Feel PureTech,Nov 2018,"37,443 miles",Manual,White,5 door SUV,1.2L,https://www.cazoo.co.uk/car-details/9f9f7a9d-59b7-5d47-9843-8ef79516e416/
6650,Toyota Yaris,"£9,750",1.3L Icon Dual VVT-i,Feb 2017,"20,503 miles",Manual,Blue,5 door Hatchback,1.3L,https://www.cazoo.co.uk/car-details/46d5e528-57d0-505a-9ddb-3a18771a3d13/
6651,Renault Clio,"£9,750",0.9L Iconic TCe,Jan 2019,"33,878 miles",Manual,Diamond Black,5 door Hatchback,0.9L,https://www.cazoo.co.uk/car-details/4016fee9-9d98-5df5-9be7-ee01d40bf46b/
6652,Volkswagen Polo,"£9,750",1.2L Match Edition BlueMotion Tech TSI,Mar 2017,"46,294 miles",Manual,Grey,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/3c44d55d-7ab8-5908-b1e8-5843f230d732/
6653,Vauxhall Corsa,"£9,750",1.4L Griffin ecoTEC i,Mar 2019,"20,985 miles",Manual,White,3 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/e3fab8a1-8118-5290-aa85-1e6d1fce1181/
6654,Fiat 500,"£9,750",1.2L S,Feb 2019,"12,666 miles",Manual,Pasodoble Red,3 door Hatchback,1.2L,https://www.cazoo.co.uk/car-details/14bfab83-7332-501c-b5b9-565bd51cab75/
6655,Skoda Fabia,"£9,750",1L SE,Dec 2018,"15,191 miles",Manual,White,5 door Hatchback,1L,https://www.cazoo.co.uk/car-details/20cf7866-0304-5668-bdc0-cac99baa9c56/
6656,Vauxhall Corsa,"£9,750",1.4L SRi ecoTEC i,Aug 2018,"11,703 miles",Manual,Blue,5 door Hatchback,1.4L,https://www.cazoo.co.uk/car-details/8cf2865b-8098-57c2-bf1c-88c24742a49c/
